,Team,goalsFor,goalsAgainst,xGFor,xGAgainst,shotsFor,shotsAgainst,cornersFor,cornersAgainst,pkFor,pkAgainst,pkShotsFor,pkShotsAgainst,possessionPct,isHome,Result,PointsGained
0,PRO,2.0,1.5294117647058822,1.4958823529411764,1.0405882352941176,16.0,12.411764705882353,4.235294117647059,3.588235294117647,0.058823529411764705,0.0,0.29411764705882354,0.0,0.47882352941176465,1.0,0.058823529411764705,1.4705882352941178
1,MAN,2.0,1.5294117647058822,1.68,1.0417647058823527,15.882352941176471,10.411764705882353,6.0588235294117645,5.235294117647059,0.0,0.0,0.17647058823529413,0.17647058823529413,0.5188235294117646,1.0,-0.11764705882352941,1.2352941176470589
2,REN,1.3529411764705883,1.411764705882353,1.513529411764706,0.7588235294117647,15.411764705882353,10.411764705882353,5.705882352941177,4.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.5517647058823529,1.0,-0.058823529411764705,1.2352941176470589
3,OAK,1.8823529411764706,2.0,1.571764705882353,0.9494117647058824,15.0,11.058823529411764,5.470588235294118,4.705882352941177,0.058823529411764705,0.0,0.35294117647058826,0.0,0.49117647058823527,1.0,0.0,1.411764705882353
4,ANC,1.411764705882353,0.9411764705882353,2.0841176470588234,0.8188235294117648,17.88235294117647,10.470588235294118,5.352941176470588,4.529411764705882,0.0,0.0,0.23529411764705882,0.11764705882352941,0.48,1.0,0.5294117647058824,2.176470588235294
5,DES,1.6470588235294117,1.8823529411764706,1.2258823529411764,0.9558823529411765,12.352941176470589,9.294117647058824,5.235294117647059,4.882352941176471,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.5505882352941176,1.0,-0.23529411764705882,1.0588235294117647
6,SAS,1.3529411764705883,1.0,1.5,0.751764705882353,15.647058823529411,10.235294117647058,5.588235294117647,3.588235294117647,0.058823529411764705,0.0,0.29411764705882354,0.058823529411764705,0.5094117647058822,1.0,0.17647058823529413,1.6470588235294117
7,TUC,1.7058823529411764,2.176470588235294,1.6817647058823528,1.1199999999999999,13.823529411764707,11.823529411764707,5.117647058823529,3.8823529411764706,0.058823529411764705,0.0,0.23529411764705882,0.058823529411764705,0.4988235294117646,1.0,-0.11764705882352941,1.2352941176470589
8,DOV,1.9411764705882353,1.3529411764705883,1.8352941176470587,0.7911764705882353,17.058823529411764,8.647058823529411,5.0588235294117645,5.176470588235294,0.0,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.4694117647058823,1.0,0.058823529411764705,1.4705882352941178
9,JAC,1.8823529411764706,1.4705882352941178,1.8552941176470588,1.0205882352941176,15.764705882352942,9.647058823529411,4.823529411764706,3.3529411764705883,0.0,0.0,0.23529411764705882,0.11764705882352941,0.5658823529411765,1.0,0.17647058823529413,1.6470588235294117
10,SJU,1.4705882352941178,1.7647058823529411,1.6300000000000001,1.154705882352941,13.470588235294118,11.352941176470589,4.823529411764706,3.9411764705882355,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.48411764705882354,1.0,-0.29411764705882354,0.9411764705882353
11,LAR,1.3529411764705883,1.2941176470588236,1.6241176470588234,0.8323529411764706,16.0,10.470588235294118,5.411764705882353,3.588235294117647,0.17647058823529413,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.5182352941176471,1.0,0.11764705882352941,1.588235294117647
12,SFS,1.6470588235294117,1.588235294117647,1.8264705882352938,1.011764705882353,14.823529411764707,11.0,4.823529411764706,4.0,0.058823529411764705,0.0,0.29411764705882354,0.058823529411764705,0.5523529411764706,1.0,0.17647058823529413,1.588235294117647
13,ALB,1.4705882352941178,1.8235294117647058,1.2258823529411766,1.2152941176470589,12.352941176470589,12.058823529411764,5.470588235294118,2.9411764705882355,0.0,0.0,0.23529411764705882,0.17647058823529413,0.49764705882352933,1.0,-0.23529411764705882,1.0
14,BOI,1.2352941176470589,1.1764705882352942,1.8541176470588232,0.7529411764705882,16.705882352941178,10.882352941176471,6.352941176470588,4.882352941176471,0.058823529411764705,0.0,0.29411764705882354,0.0,0.5052941176470588,1.0,0.0,1.3529411764705883
15,WIC,1.1764705882352942,1.8235294117647058,1.3882352941176472,1.3047058823529412,15.058823529411764,12.117647058823529,4.705882352941177,4.352941176470588,0.0,0.0,0.4117647058823529,0.11764705882352941,0.5623529411764706,1.0,-0.17647058823529413,1.0
16,FOR,1.7647058823529411,1.8823529411764706,1.92,1.0329411764705885,14.529411764705882,12.941176470588236,5.529411764705882,4.0,0.0,0.0,0.058823529411764705,0.0,0.5852941176470587,1.0,0.058823529411764705,1.5294117647058822
17,EUG,1.2941176470588236,1.588235294117647,1.2523529411764704,1.2023529411764706,14.823529411764707,11.294117647058824,5.882352941176471,4.470588235294118,0.0,0.0,0.23529411764705882,0.058823529411764705,0.43235294117647055,1.0,0.0,1.411764705882353
18,LRO,1.4705882352941178,1.2352941176470589,1.9223529411764706,0.9270588235294117,15.0,10.352941176470589,5.705882352941177,4.470588235294118,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.17647058823529413,0.5723529411764705,1.0,0.0,1.3529411764705883
19,LEX,1.6470588235294117,1.1764705882352942,1.578235294117647,0.9794117647058823,16.41176470588235,11.529411764705882,5.9411764705882355,5.0,0.0,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.478235294117647,1.0,0.11764705882352941,1.5294117647058822
20,FAR,2.0588235294117645,1.411764705882353,2.027647058823529,0.9194117647058824,14.764705882352942,10.588235294117647,7.294117647058823,4.294117647058823,0.0,0.0,0.17647058823529413,0.11764705882352941,0.5499999999999999,1.0,0.29411764705882354,1.8823529411764706
21,AUG,2.1176470588235294,1.411764705882353,1.8811764705882352,0.9235294117647059,15.823529411764707,9.705882352941176,5.588235294117647,4.0588235294117645,0.11764705882352941,0.0,0.29411764705882354,0.23529411764705882,0.5776470588235294,1.0,0.47058823529411764,2.1176470588235294
22,TOL,1.8823529411764706,1.4705882352941178,1.476470588235294,1.0776470588235294,15.705882352941176,12.470588235294118,5.705882352941177,4.352941176470588,0.058823529411764705,0.0,0.35294117647058826,0.058823529411764705,0.5458823529411765,1.0,0.11764705882352941,1.5294117647058822
23,SPR,2.2941176470588234,1.7647058823529411,1.2670588235294118,0.9064705882352941,14.117647058823529,12.941176470588236,4.9411764705882355,4.235294117647059,0.058823529411764705,0.0,0.29411764705882354,0.23529411764705882,0.4670588235294118,1.0,0.29411764705882354,1.8235294117647058
24,MOB,1.0588235294117647,1.6470588235294117,1.34,1.1547058823529412,11.882352941176471,10.176470588235293,4.0588235294117645,4.588235294117647,0.058823529411764705,0.0,0.35294117647058826,0.11764705882352941,0.5211764705882352,1.0,-0.29411764705882354,0.8823529411764706
25,TAC,1.7058823529411764,2.1176470588235294,1.4476470588235293,1.1252941176470588,15.470588235294118,13.352941176470589,5.176470588235294,4.529411764705882,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.5258823529411765,1.0,-0.47058823529411764,0.7647058823529411
26,CHM,0.8823529411764706,1.1176470588235294,1.4858823529411767,1.1670588235294117,16.529411764705884,10.764705882352942,4.882352941176471,4.294117647058823,0.0,0.0,0.35294117647058826,0.17647058823529413,0.5370588235294118,1.0,-0.17647058823529413,1.0588235294117647
27,BAK,1.411764705882353,1.3529411764705883,1.5658823529411763,0.996470588235294,16.705882352941178,12.411764705882353,6.294117647058823,4.529411764705882,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.4764705882352941,1.0,0.0,1.411764705882353
